Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	34	64.15094339622641	6.9314562140481605E-12	ZNF512B, SMARCD1, SET, PSMD13, ANKRD11, PRKAG1, CUL1, RPS4Y1, PSMD6, RPS17, MRPL2, POLR2E, RAE1, MDN1, ZBED4, SUPT16H, RPA1, CWC15, RANGAP1, PUM1, MTOR, LSM3, HNRNPM, SFPQ, COPS6, LSG1, NCOR1, SHQ1, CARM1, CDC16, BUD13, SNRPF, TRMT61A, ZNF134	53	4077	20660	3.2508179802944266	1.2060732412777497E-9	1.2060733812443798E-9	1.1783475563881873E-9
GOTERM_MF_DIRECT	GO:0003723~RNA binding	20	37.735849056603776	5.166980404230035E-9	SUPT16H, AHNAK, MDH2, CWC15, PUM1, RPS4Y1, RANGAP1, EEF2, GSPT2, LSM3, HNRNPM, RPS17, SFPQ, MRPL2, TCP1, UBAP2L, BUD13, SNRPF, RAE1, ZBED4	53	1483	18976	4.828560159798472	6.665402511041307E-7	6.717074525499046E-7	6.717074525499046E-7
GOTERM_CC_DIRECT	GO:0005829~cytosol	35	66.0377358490566	1.0337776901911515E-8	VAC14, SET, NUP107, AHNAK, PSMD13, ANKRD11, PRKAG1, CUL1, HSD17B4, RPS4Y1, GSPT2, PSMD6, RPS17, PPP2R1A, POLR2E, MDN1, METTL18, YES1, RANGAP1, EEF2, GAPVD1, PUM1, TUBG1, MTOR, LSM3, SFPQ, COPS6, LSG1, NCOR1, SHQ1, MTHFD1, CARM1, TCP1, CDC16, SNRPF	53	5629	20660	2.4237690933407525	1.7987715645872981E-6	8.993865904663018E-7	8.787110366624787E-7
GOTERM_CC_DIRECT	GO:0005634~nucleus	35	66.0377358490566	9.520760110058427E-8	SMARCD1, SET, AHNAK, PSMD13, ANKRD11, PRKAG1, CUL1, RPS4Y1, TUBB6, PPP2R1A, POLR2E, UBAP2L, RAE1, MDN1, ZBED4, METTL18, SUPT16H, MDH2, RPA1, CWC15, RANGAP1, EEF2, TUBG1, MTOR, LSM3, HNRNPM, SFPQ, COPS6, NCOR1, CARM1, CDC16, TSR2, BUD13, SNRPF, TRMT61A	53	6106	20660	2.2344245375720755	1.65659861688372E-5	5.522040863833888E-6	5.395097395699775E-6
GOTERM_CC_DIRECT	GO:0005681~spliceosomal complex	5	9.433962264150944	3.9140862100786204E-4	HNRNPM, BUD13, SNRPF, CWC15, LSM3	53	137	20660	14.22669053849332	0.06585016620363482	0.017026275013841997	0.01663486639283414
GOTERM_BP_DIRECT	GO:0006337~nucleosome disassembly	3	5.660377358490567	0.0011629943114180078	SMARCD1, SUPT16H, SET	53	19	19462	57.98013902681232	0.3633303700636342	0.3856194612955995	0.3856194612955995
GOTERM_CC_DIRECT	GO:0071013~catalytic step 2 spliceosome	4	7.547169811320755	0.0016127204285896171	HNRNPM, SNRPF, CWC15, LSM3	53	92	20660	16.948318293683347	0.24485075486532937	0.056122670914918675	0.05483249457204698
GOTERM_BP_DIRECT	GO:0000398~mRNA splicing, via spliceosome	5	9.433962264150944	0.001992865433052194	HNRNPM, BUD13, SNRPF, CWC15, LSM3	53	200	19462	9.180188679245285	0.5388368004717081	0.3856194612955995	0.3856194612955995
GOTERM_CC_DIRECT	GO:0072686~mitotic spindle	4	7.547169811320755	0.005820552438031552	TUBB6, NCOR1, CDC16, RANGAP1	53	145	20660	10.753415744957708	0.6378638633913272	0.168796020702915	0.16491565241089395
GOTERM_CC_DIRECT	GO:0071005~U2-type precatalytic spliceosome	3	5.660377358490567	0.0070459301524507046	BUD13, SNRPF, LSM3	53	50	20660	23.388679245283022	0.7078042629668033	0.1751416923609175	0.1711154465595171
